companyName,industry,companyType,capital,ceoName,mainBusiness,Homage,affiliates,numberOfEmployees,establishmentDate,revenue,graduateSalary,hasFourInsurances,address
SK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SKC,그 외 기타 분류 안된 화학제품 제조업,대기업,"1,893억 4천만원 (2024.12.31)",박원철,"프로필렌옥사이드제품,폴리에스테르필름,합성수지,LCD용 필름 제조",http://www.skc.kr,에스케이그룹 엔티스(주) 에스케이핀크스(주) 에프앤유신용정보(주) 에스케이엔펄스(주) 에스케이매직서비스(주) 삼강에스앤씨(주) 리뉴리퀴드서남(주) 에스케이엠앤서비스(주) (주)엔코아 (주)드림어스컴퍼니 행복나래(주) 리뉴에너지충북(주) (주)제이에스아이 에스케이하이이엔지(주) (주)아이에스시 더보기,178명 (2024.12.31),1973.07.16 (53년차),"2,055억 6천만원 (2024.12.31)","4,500만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 종로구 종로1길 50 (중학동, 더케이트윈타워)"
SK가스,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SK네트웍스,상품 종합 도매업,대기업,"6,486억 5천만원 (2024.12.31)",이호정,"정보통신 유통,자동차 관리,글로벌 트레이딩,호텔&리조트",http://www.sknetworks.co.kr,에스케이그룹 엔티스(주) 에스케이핀크스(주) 에프앤유신용정보(주) 에스케이엔펄스(주) 에스케이매직서비스(주) 삼강에스앤씨(주) 리뉴리퀴드서남(주) 에스케이엠앤서비스(주) (주)엔코아 (주)드림어스컴퍼니 행복나래(주) 리뉴에너지충북(주) (주)제이에스아이 에스케이하이이엔지(주) (주)아이에스시 더보기,"1,533명 (2024.12.31)",1956.03.24 (70년차),"5조 9,005억원 (2024.12.31)","3,200만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 종로구 청계천로 85 (관철동, 삼일빌딩) 20층 인력팀"
SK디스커버리,지주회사,대기업,"1,116억 7천만원 (2024.12.31)",최창원/손현호,"지주회사/화섬사(폴리에스테르원사(폴리에스터F,폴리에스터SF),폴리에스터직물,아세테이트),석유화학부문(TPA,DMT),섬유원료,직물,BOTTLE용CHIP,접착제,폴리우레",http://www.skdiscovery.com,에스케이그룹 엔티스(주) 에스케이핀크스(주) 에프앤유신용정보(주) 에스케이엔펄스(주) 에스케이매직서비스(주) 삼강에스앤씨(주) 리뉴리퀴드서남(주) 에스케이엠앤서비스(주) (주)엔코아 (주)드림어스컴퍼니 행복나래(주) 리뉴에너지충북(주) (주)제이에스아이 에스케이하이이엔지(주) (주)아이에스시 더보기,72명 (2024.12.31),1969.07.01 (57년차),620억 9천만원 (2024.12.31),"4,300만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경기 성남시 분당구 삼평동 686번지
SK디앤디,건설·시공·토목·조경,대기업 계열사·자회사,-,함스테판윤성,"국민연금, 건강보험, 고용보험, 산재보험",경기 성남시 분당구 삼평동 687 ECO Hub 3층,N/A,100명,2004.04.27 (22년차),2313억,"부동산개발, 신재생에너지개발",http://www.skdnd.com,N/A
SK바이오사이언스,생물학적 제제 제조업,대기업,391억 7천만원 (2024.12.31),안재용,"백신 제품,제제 제조",http://www.skbioscience.co.kr,에스케이그룹 엔티스(주) 에스케이핀크스(주) 에프앤유신용정보(주) 에스케이엔펄스(주) 에스케이매직서비스(주) 삼강에스앤씨(주) 리뉴리퀴드서남(주) 에스케이엠앤서비스(주) (주)엔코아 (주)드림어스컴퍼니 행복나래(주) 리뉴에너지충북(주) (주)제이에스아이 에스케이하이이엔지(주) (주)아이에스시 더보기,996명 (2024.12.31),2018.07.01 (8년차),"1,562억 8천만원 (2024.12.31)","2,939만원","국민연금, 건강보험, 고용보험, 산재보험","경기 성남시 분당구 판교로 310 (삼평동, SK케미칼 연 SK바이오사이언스"
SK스퀘어,지주회사,대기업,141억 4천만원 (2024.12.31),한명진,지주회사,http://www.sksquare.com,에스케이그룹 엔티스(주) 에스케이핀크스(주) 에프앤유신용정보(주) 에스케이엔펄스(주) 에스케이매직서비스(주) 삼강에스앤씨(주) 리뉴리퀴드서남(주) 에스케이엠앤서비스(주) (주)엔코아 (주)드림어스컴퍼니 행복나래(주) 리뉴에너지충북(주) (주)제이에스아이 에스케이하이이엔지(주) (주)아이에스시 더보기,76명 (2024.12.31),2021.11.01 (5년차),"1,774억 6천만원 (2024.12.31)","3,500만원","국민연금, 건강보험, 고용보험, 산재보험","서울 중구 을지로 65 (을지로2가, SK텔레콤빌딩) 5,6,7층"
SK아이이테크놀로지,축전지 제조업,대기업,712억 9천만원 (2024.12.31),이상민,"2차전지용 습식 분리막,폴더블 커버 윈도우 제조,도소매/부동산 임대/기술 시험,검사,분석,사업지원",http://www.skietechnology.com,에스케이그룹 엔티스(주) 에스케이핀크스(주) 에프앤유신용정보(주) 에스케이엔펄스(주) 에스케이매직서비스(주) 삼강에스앤씨(주) 리뉴리퀴드서남(주) 에스케이엠앤서비스(주) (주)엔코아 (주)드림어스컴퍼니 행복나래(주) 리뉴에너지충북(주) (주)제이에스아이 에스케이하이이엔지(주) (주)아이에스시 더보기,375명 (2024.12.31),2019.04.01 (7년차),"1,288억 6천만원 (2024.12.31)","4,000만원","국민연금, 건강보험, 고용보험, 산재보험","서울 종로구 종로 26 (서린동, SK서린동빌딩) SK아이이테크놀로지"
SK오션플랜트,금속·재료·자재,중견기업,295억 9천만원 (2024.12.31),이승철,"제조,제조업 외",https://edu.skoceanplant.com/,에스케이그룹 엔티스(주) 에스케이핀크스(주) 에프앤유신용정보(주) 에스케이엔펄스(주) 에스케이매직서비스(주) 삼강에스앤씨(주) 리뉴리퀴드서남(주) 에스케이엠앤서비스(주) (주)엔코아 (주)드림어스컴퍼니 행복나래(주) 리뉴에너지충북(주) (주)제이에스아이 에스케이하이이엔지(주) (주)아이에스시 더보기,304명,2013.07.15 (13년차),"6,264억 1천만원 (2024.12.31)","4,500만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경남 고성군 동해면 조선특구로 1998-18 (내산리) 에스케이오션플랜트㈜
SK이노베이션,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SK증권,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SK케미칼,제약·보건·바이오,대기업,986억 8천만원,김철/안재현,"코폴리에스터, 리사이클링 플라스틱, 고기능 수지, 의약품 등",https://www.skchemicals.com,에스케이그룹 엔티스(주) 에스케이핀크스(주) 에프앤유신용정보(주) 에스케이엔펄스(주) 에스케이매직서비스(주) 삼강에스앤씨(주) 리뉴리퀴드서남(주) 에스케이엠앤서비스(주) (주)엔코아 (주)드림어스컴퍼니 행복나래(주) 리뉴에너지충북(주) (주)제이에스아이 에스케이하이이엔지(주) (주)아이에스시 더보기,"1,390명",2017.12.01 (9년차),2조 896억,"4,200만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경기 성남시 분당구 삼평동 686 SK케미칼연구소
SK텔레콤,무선 및 위성 통신업,대기업,304억 9천만원 (2024.12.31),유영상,"이동전화,무선호출서비스,부가통신",http://www.sktelecom.com,에스케이그룹 엔티스(주) 에스케이핀크스(주) 에프앤유신용정보(주) 에스케이엔펄스(주) 에스케이매직서비스(주) 삼강에스앤씨(주) 리뉴리퀴드서남(주) 에스케이엠앤서비스(주) (주)엔코아 (주)드림어스컴퍼니 행복나래(주) 리뉴에너지충북(주) (주)제이에스아이 에스케이하이이엔지(주) (주)아이에스시 더보기,"5,493명 (2024.12.31)",1984.04.20 (42년차),12조 7천억원 (2024.12.31),"3,333만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 중구 을지로 65 (을지로2가, SK텔레콤빌딩)"
SK하이닉스,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SM C&C,광고·홍보·전시,1980.05.13 (46년차),"광고대행업, 매니지먼트 사업, 여행사업, 영상 콘텐츠 제작사업",http://www.smcultureandcontents.com,카카오그룹 (주)카카오 (주)에스엠엔터테인먼트 (주)테인스밸리 (주)에스엠라이프디자인그룹 동고택시(주) (주)비글 로고스필름(주) (주)엑스엘게임즈 (주)아이앤아이소프트 (주)케이엠파크 (주)쇼노트 (주)키이스트 (주)레디엔터테인먼트 (주)엔플루토 (주)케이큐브홀딩스 (주)카카오페이증권 더보기,N/A,N/A,대기업,박태현,"국민연금, 건강보험, 고용보험, 산재보험","서울 성동구 왕십리로 83-21 (성수동1가, 아크로서울포레스트) 디타워",N/A,N/A
SNT에너지,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SOOP,솔루션·SI·CRM·ERP,중견기업,57억원,"서수길,최영우","국민연금, 건강보험, 고용보험, 산재보험",경기 성남시 분당구 삼평동 625 판교세븐벤처밸리 1단지 2동,쎄인트인터내셔널그룹 (주)프리비알 (주)씨티티디 (주)쎄인트인터내셔널 (주)숲티비 (주)프리캡 (주)아프리카프릭스 (주)프리컷 (주)아프리카오픈스튜디오 (주)프리메타,761명,1996.04.22 (30년차),"4,131억",1인미디어플랫폼,http://corp.sooplive.co.kr,N/A
SPC삼립,빵류 제조업,중견기업,431억 4천만원 (2024.12.31),황종현/김범수,"빵,아이스크림,과자,케익,유산균음료,인스턴트식품,병조림,면류,식용유 제조,판매",http://www.spcsamlip.co.kr,SPC그룹 (주)호남샤니 (주)호진지리산보천 비알코리아(주) 에스피엘(주) (주)샤니 (주)파리크라상 (주)에스피씨팩 타이거인터내셔날(주) (주)섹타나인 에스피씨(주) (주)샌드팜 농업회사법인(주)설목장 (주)피비파트너즈 사회복지법인에스피씨행복한재단 (주)에스피씨지에프에스 더보기,"3,056명 (2024.12.31)",1968.06.28 (58년차),"1조 6,470억원 (2024.12.31)","4,413만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 서초구 남부순환로 2620 (양재동, 강남피타워) (주)SPC GFS"
STX,내연기관 제조업,중견기업,691억 4천만원 (2024.12.31),이상수,"국민연금, 건강보험, 고용보험",경남 창원시 성산구 성산동 80,연합자산관리그룹 (주)광산 (주)아이엠티 (주)케이디파워 삼주이엔지(주) (주)디젠프러퍼티 (주)에너솔라 (주)아스트 (주)영화엔지니어링 나투라미디어(주) (주)금오하이텍 페이퍼코리아(주) (주)다이나맥 (주)케이조선 툴코리아(주) 대전뉴타운개발(주) (주)에어릭스 세일전자(주) (주)베가 더보기,884명 (2024.12.31),2004.04.01 (22년차),"6,879억 5천만원 (2024.12.31)","엔진,터빈,내연기관 제조,도매",http://www.stxengine.co.kr,N/A
STX엔진,내연기관 제조업,중견기업,691억 4천만원 (2024.12.31),이상수,"국민연금, 건강보험, 고용보험",경남 창원시 성산구 성산동 80,연합자산관리그룹 (주)광산 (주)아이엠티 (주)케이디파워 삼주이엔지(주) (주)디젠프러퍼티 (주)에너솔라 (주)아스트 (주)영화엔지니어링 나투라미디어(주) (주)금오하이텍 페이퍼코리아(주) (주)다이나맥 (주)케이조선 툴코리아(주) 대전뉴타운개발(주) (주)에어릭스 세일전자(주) (주)베가 더보기,884명 (2024.12.31),2004.04.01 (22년차),"6,879억 5천만원 (2024.12.31)","엔진,터빈,내연기관 제조,도매",http://www.stxengine.co.kr,N/A
SUN&L,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TCC스틸,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TP,은행·금융,중소기업,"5,878억 5천만원",원기찬,-,N/A,N/A,"5,874명",1984.05.14 (42년차),-,카드영업,서울 마포구 독막로3길 13 (서교동) 1,N/A
TYM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WISCOM,콜센터·아웃소싱·기타,중소기업,-,위성우,"국민연금, 건강보험, 고용보험, 산재보험",경기 파주시 교하로505번길 60-5 (동패동) 제비동호,N/A,30명,2009 (17년차),-,주주총회 의결권 모집 전문기업 031-714-7009,-,N/A
가온전선,기타 절연선 및 케이블 제조업,대기업,492억 9천만원 (2024.12.31),정현,"전력선,통신케이블 제조,도매,수출입",http://www.gaoncable.com,엘에스그룹 엘에스메카피온(주) 엘에스마린솔루션(주) (주)이원물류 엘에스엠앤엠(주) 엘에스빌드윈(주) (주)토리컴 (주)선우 엘에스증권(주) 엘에스이엔엠(주) (주)디케이씨 (주)모보 (주)지앤피 (주)LS 제이에스전선(주) 엘에스일렉트릭(주) 엘에스글로벌인코퍼레이티드(주) (주)INVENI 더보기,484명 (2024.12.31),1947.09.24 (79년차),"1조 4,051억원 (2024.12.31)","4,500만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","경기 안양시 동안구 엘에스로 127 (호계동, LS타워) 12, 13층"
강남제비스코,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
강원랜드,기타 사행시설 관리 및 운영업,중견기업,"1,069억 7천만원 (2024.12.31)",최철규,"카지노,관광호텔,골프장,스키장,체육시설 운영",http://kangwonland.high1.com,강원랜드그룹 (주)문경레저타운 (주)키즈라라 (주)하이원추추파크 (주)하이원파트너스,"4,930명 (2024.12.31)",1998.06.29 (28년차),"1조 4,257억원 (2024.12.31)","3,500만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","대구 달서구 달구벌대로 1834 (두류동, 성안오피스텔건물) 15층 1515호"
강원에너지,그 외 기타 전기장비 제조업,중소기업,130억 6천만원 (2024.12.31),신진용/유승주,"국민연금, 건강보험, 고용보험, 산재보험","서울 강남구 도산대로 317 (신사동, 호림아트센터 1빌딩) 10층",평산파트너스그룹 (주)평산윈텍 (주)트리플에이 (주)평산엠텍 지씨엘범어제니스(주) (주)강원이솔루션 (주)평산파트너스 (주)대운평산개발 (주)밀양연료전지발전 (주)하남연료전지발전 (주)피에스엠,88명 (2024.12.31),1976.02.06 (50년차),"1,115억 7천만원 (2024.12.31)","2차전지설비,플랜트설비(산업용 보일러) 제조",http://www.kwenergy.co.kr,N/A
갤럭시아머니트리,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
갤럭시아에스엠,그 외 기타 스포츠 서비스업,대기업,137억 7천만원 (2024.12.31),이반석,"스포츠중계권,스포츠마케팅,광고/피혁원단,피혁의류 제조,도매,수출입",http://www.galaxiasme.com,효성그룹 신화인터텍(주) (주)신동진 (주)우전 갤럭시아머니트리(주) 갤럭시아디바이스(주) 동륭실업(주) 신성자동차(주) 효성아이티엑스(주) (주)에이티엠플러스 공덕개발(주) (주)엔에이치테크 에이치에스효성더클래스(주) 에이치에스효성더프리미엄(주) (주)효성 효성투자개발(주) 중앙모터스(주) 더보기,56명 (2024.12.31),1975.05.06 (51년차),700억,"3,133만원","국민연금, 건강보험, 고용보험, 산재보험","서울 강남구 학동로 311 (논현동, 미성빌딩) 7층"
경남은행,국내은행,대기업,"4,321억 4백만원 (2024.12.31)",김태한,"건강보험, 고용보험, 산재보험",경상남도 창원시 마산회원구 석전동 246-1 경남은행본점,BNK금융그룹 비엔케이신용정보(주) (주)부산은행 비엔케이자산운용(주) 비엔케이캐피탈(주) (주)BNK금융지주 (주)비엔케이시스템 (주)비엔케이저축은행 비엔케이벤처투자(주) (주)비엔케이투자증권,"2,264명 (2024.06.30)",2014.05.08 (12년차),"2조 7,670억원 (2024.12.31)",국내은행,http://www.knbank.co.kr,N/A
경농,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
경동나비엔,가정용 비전기식 조리 및 난방 기구 제조업,중견기업,145억 6천만원 (2024.12.31),손연호/손흥락/장희철,"가정용기름보일러,입형,횡형 온수보일러,가스보일러,버너,흡수식 냉온수기,전기보일러,진공온수보일러,태양열보일러 제조,판매",http://www.kdnavien.co.kr,경동원그룹 (주)경동티에스 (주)경동홀딩스 (주)원진테크 (주)경동건설 (주)원진 (주)경동인베스트 (주)경동 (주)경동원 (주)경동이앤에스 (주)원진세라텍 (주)경동에버런 (주)경동개발 경동강남고객서비스(주) 경동양산고객서비스(주) 경동강북고객서비스(주) 경동강동고객서비스(주) 더보기,"2,041명 (2025.02.28)",1978.11.13 (48년차),"1조 2,468억원 (2024.12.31)","4,690만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경기 평택시 서탄면 수월암길 95 (수월암리) 경동나비엔 서탄공장
경동인베스트,지주회사,중견기업,118억 2천만원 (2024.12.31),정승진,"국민연금, 건강보험, 고용보험, 산재보험","경기 성남시 분당구 수내로46번길 4 (수내동, 경동빌딩) 12층 경동인베스트",경동원그룹 (주)경동티에스 (주)경동홀딩스 (주)원진테크 (주)경동건설 (주)원진 (주)경동 (주)경동원 (주)경동이앤에스 (주)경동나비엔 (주)원진세라텍 (주)경동에버런 (주)경동개발 경동강남고객서비스(주) 경동양산고객서비스(주) 경동강북고객서비스(주) 경동강동고객서비스(주) (주)경동탱크터미널 더보기,15명 (2024.12.31),1977.06.15 (49년차),61억 3백만원 (2024.12.31),기타금융,http://www.kdinvest.co.kr,N/A
경방,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
경보제약,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
경인양행,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
경인전자,그 외 기타 전자부품 제조업,중소기업,"1억 4,000만원 (2021.12.31)",이창헌,"국민연금, 건강보험, 고용보험, 산재보험",인천 미추홀구 염전로143번길 19 (도화동) 1층,N/A,26명 (2020.09.17),2013.01.21 (13년차),33억 1천만원 (2021.12.31),"전자부품,전자부품",-,N/A
계룡건설산업,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
고려산업,공기업·공공기관,중견기업,-,"전장열, 김영교","국민연금, 고용보험, 산재보험",부산 사상구 감전동 127-17,N/A,104명,1957.07.24 (69년차),-,가축사료용 배합사료 제조 및 돼지고기(생돈) 도매,http://www.kicfeed.com,N/A
고려아연,"연 및 아연 제련, 정련 및 합금 제조업",대기업,"1,045억 4천만원 (2024.12.31)",정태웅,"국민연금, 건강보험, 고용보험, 산재보험","서울 강남구 강남대로 542 (논현동, 영풍빌딩) 13층",영풍그룹 영풍문고홀딩스(주) 코리아니켈(주) 유미개발(주) 서린정보기술(주) 영풍개발(주) (주)영풍 케이지트레이딩(주) (주)코리아써키트 시그네틱스(주) 케이젯정밀(주) (주)케이지엑스 영풍전자(주) (주)테라닉스 (주)인터플렉스 (주)알란텀 (주)영풍이앤이 케이지그린텍(주) 스틸싸이클(주) 더보기,"1,900명",1974.08.01 (52년차),9조9767억,"연,아연괴 제조,판매",http://www.koreazinc.co.kr,N/A
고려제강,자동차·조선·철강·항공,중견기업,-,이이문,"국민연금, 건강보험, 고용보험, 산재보험",서울 중구 장교동 장교빌딩20층 고려제강,N/A,500명,1973.01.01 (53년차),-,"와이어로프,강선,비드와이어,임대",http://www.kiswire.com,N/A
고영,반도체·디스플레이·광학,중견기업,36억 3천만원,고광일,"정밀검사측정장비, 소프트웨어 개발",http://www.kohyoung.com,N/A,455명,2002.05.01 (24년차),"1,718억","4,200만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경기 용인시 수지구 포은대로59번길 18 (상현동) ㈜고영테크놀러지
골프존,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
광동제약,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
광명전기,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
광전자,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
광주신세계,신용조합,비영리법인,-,김춘석,"국민연금, 건강보험, 고용보험, 산재보험",광주 서구 광천동 49-1번지 신세계백화점 6층 블랙야크,N/A,8명 (2004.12.31),1994.07.25 (32년차),-,"신용협동조합,개발금융회사,신용판매금융",http://-,N/A
광주은행,국내은행,대기업,"2,565억 8천만원 (2024.12.31)",고병일,"고용보험, 산재보험","광주 동구 제봉로 225 (대인동, 광주은행본점빌딩) 2층 고객센터",JB금융그룹그룹 제이비우리캐피탈(주) (주)전북은행 제이비자산운용(주) 제이비인베스트먼트(주) (주)JB금융지주,"1,602명 (2024.12.31)",2014.05.08 (12년차),"1조 8,213억원 (2024.12.31)","금융,신탁,대출금이자,유가증권이자,수수료 수입",http://www.kjbank.com,N/A
교보생명보험,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
교보증권,증권 중개업,대기업,"5,698억 1천만원 (2024.12.31)",박봉권/이석기,"유가증권 매매,중개,대리,인수",http://www.iprovest.com,교보생명보험그룹 교보디티에스(주) 케이씨에이손해사정(주) (주)교보문고 제일종합관리서비스(주) 교보악사자산운용(주) 교보리얼코(주) 교보생명보험(주) 교보자산신탁(주) 교보에이아이엠자산운용(주) 케이씨에이서비스(주) 포트리스이노베이션(주) 교보라이프플래닛생명보험(주) 디플래닉스(주) 교보다솜케어(주),947명 (2024.12.31),1949.11.22 (77년차),"3조 1,683억원 (2024.12.31)","3,053만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울 영등포구 여의도동 26-4
교촌에프앤비,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
국도화학,합성수지 및 기타 플라스틱 물질 제조업,중견기업,450억 5천만원 (2024.12.31),이시창/황문성,"국민연금, 건강보험, 고용보험, 산재보험",서울 금천구 가산디지털2로 61 (가산동) 국도화학,국도화학그룹 정도이앤피(주) 국도화인켐(주) 서교흥업(주) 일도화학(주),871명 (2024.12.31),1972.02.22 (54년차),"9,812억 3천만원 (2024.12.31)","에폭시수지,폴리아마이드수지,아염소산소다 제조,도소매",http://www.kukdo.com,N/A
국민은행,국내은행,대기업,2조 218억원 (2024.12.31),이환주,"은행,신탁,보험/부동산 임대",http://www.kbstar.com,KB금융그룹 케이비부동산신탁(주) 케이비신용정보(주) (주)케이비데이타시스템 (주)케이비손해사정 케이비자산운용(주) 케이비캐피탈(주) (주)케이비라이프생명보험 케이비인베스트먼트(주) 케이비증권(주) (주)케이비손해보험 (주)KB금융지주 (주)케이비손보씨엔에스 (주)케이비국민카드 더보기,"15,445명 (2024.12.31)",2001.11.01 (25년차),50조 2백억원 (2024.12.31),"3,163만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울특별시 중구 남대문로 84 (을지로2가) 국민은행
국보,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
국제약품,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
그린케미칼,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
극동유화,금속·재료·자재,중견기업,174억 3천만원 (2024.12.31),장홍선/장선우,윤활유 및 그리스 제조업,http://www.kdoc.co.kr,극동유화그룹 세종에이엠씨(주) 세양물류(주) (주)세영티엠에스 선인자동차(주) 고진모터스(주) 우암홀딩스(주) (주)제이제이인터내셔날 우암건설(주) 에스지오토서비스(주) 우암에프앤비(주) (주)우암디앤아이 케이디탱크터미널(주) (주)에스지모빌리티 세영모빌리티(주) 케이앤디에너젠(주) 케이앤제이산업(주),123명,1980 (46년차),1조 407억원 (2024.12.31),"4,100만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경남 양산시 어실로 101 (유산동) -
금강공업,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
금비,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
금양,화학·에너지·환경,중소기업,196억 7천만원,류광지,"정밀화학제품(발포제 등) 생산, 판매",http://www.kyc.co.kr,N/A,90명,1955.11.17 (71년차),1320억,"4,609만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",부산 사상구 감전동 951-1
금호건설,건물 건설업,중견기업,"1,862억 2천만원 (2024.12.31)",조완석,"국민연금, 건강보험, 고용보험, 산재보험",서울 종로구 우정국로 26 (공평동) 센트로폴리스 A동,금호아시아나그룹 충주보라매(주) 금호고속(주) 케이알(주) 케이오(주) 케이지(주) 에이큐(주) 금호고속관광(주) 케이아이(주) 케이에이(주) 케이에프(주) 에스티엠(주) 에이에이치(주) 에이오(주) 금호익스프레스(주) 금호에이엠씨(주) 금호목포시내(주),"1,213명 (2024.12.31)",1972.10.11 (54년차),"1조 8,756억원 (2024.12.31)","종합건설/여객운송,관광/부동산 임대,분양",http://www.kumhoenc.com,N/A
금호석유화학,합성고무 제조업,중견기업,"1,674억 5천만원 (2024.12.31)",백종훈,"합성고무 SBR(스티렌부타디엔러버),BR(폴리부타디엔러버),합성수지,BD,라텍스 제조,도소매",http://www.kkpc.com,금호석유화학그룹 금호피앤비화학(주) 금호개발상사(주) 금호폴리켐(주) 금호미쓰이화학(주) 금호리조트(주) 금호티앤엘(주) 여수페트로(주) 금호그린바이오창원(주) 코리아에너지발전소(주) 영광백수풍력발전(주) 철도솔라(주) (주)강원학교태양광 (주)디앤케이켐텍 케이앤에이치특수가스(주) 더보기,"1,575명 (2024.12.31)",1976.12.10 (50년차),"4조 8,542억원 (2024.12.31)","4,464만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울 중구 수표동 99 시그니쳐타워스 동관 12층
금호에이치티,자동차용 신품 전기장치 제조업,중견기업,"1,094억 7천만원 (2024.12.31)",김진곤/김두인,"자동차용 전구,전기기기,LED(발광다이오드) 제조,도매",http://www.kumhoht.com,오성첨단소재그룹 풍전약품(주) 천지해운(주) 화일약품(주) 에코볼트(주) 오성첨단소재(주) (주)엔에스엠 (주)더블라썸묵동 카나비스메디칼(주) (주)엔에스헬스케어 에스파이낸셜대부(주) 에스맥디바이스(주),475명 (2024.12.31),1989.07.01 (37년차),"2,904억 6천만원 (2024.12.31)","3,813만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",전남 장성군 동화면 구림리 200-15
금호전기,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
금호타이어,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
기신정기,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
기아,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
기업은행,국내은행,공공기관,"4조 2,113억원 (2024.12.31)",김성태,"국민연금, 건강보험, 고용보험, 산재보험",서울 중구 을지로2가 11층 인력개발부,중소기업은행그룹 (주)아이비케이시스템 아이비케이신용정보(주) 아이비케이자산운용(주) (주)한일에프에이 (주)아이비케이캐피탈 아이비케이투자증권(주) (자)기술금융제일호사모투자전문회사 아이비케이연금보험(주) 브랜드케이청년창조기술금융사모투자(자) (주)아이비케이저축은행 더보기,"12,983명 (2024.12.31)",1961.07.25 (65년차),27조 3천억원 (2024.12.31),은행,http://www.ibk.co.kr,N/A
까뮤이앤씨,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
